generation,N_shifts,logPrior,logLik,eventRate,acceptRate
30590000,58,-188.979,-11190.3,59.572,0.303
30600000,63,-203.936,-11180.3,60.2508,0.2904
30610000,65,-212.951,-11178.2,55.6465,0.2952
30620000,59,-191.195,-11248.2,44.2944,0.2908
30630000,54,-177.558,-11222.4,62.7556,0.2863
30640000,58,-182.721,-11244.2,47.6738,0.2978
30650000,58,-181.635,-11216,66.6842,0.2959
30660000,51,-174.467,-11277.4,56.2269,0.2916
30670000,63,-203.019,-11267.3,66.4748,0.3037
30680000,56,-190.249,-11302.2,60.3682,0.3039
30690000,56,-187.663,-11242.1,44.9117,0.307
30700000,73,-240.043,-11301.6,69.4615,0.2988
30710000,66,-205.556,-11223.7,68.7519,0.3019
30720000,64,-202.751,-11254.5,54.4453,0.3033
30730000,74,-221.202,-11217.1,71.8098,0.3037
30740000,52,-175.008,-11223.9,42.9781,0.3067
30750000,61,-197.526,-11166.5,52.063,0.308
30760000,64,-204.333,-11222.7,52.2525,0.2954
30770000,71,-219.571,-11257.6,63.8935,0.3066
30780000,73,-231.306,-11201,81.6328,0.2992
30790000,66,-209.252,-11183.4,56.2696,0.3035
30800000,58,-188.576,-11169.3,52.401,0.3015
30810000,77,-252.912,-11127.6,76.6591,0.3052
30820000,62,-205.301,-11181.6,64.9785,0.2943
30830000,72,-230.193,-11133.1,93.3671,0.2945
30840000,66,-211.547,-11167,69.5559,0.2961
30850000,64,-217.767,-11149.4,69.3109,0.2959
30860000,65,-206.799,-11205.1,79.4604,0.2978
30870000,72,-236.192,-11202,77.1434,0.3011
30880000,53,-176.519,-11142.3,61.0863,0.2909
30890000,77,-251.662,-11112.3,91.6029,0.2985
30900000,66,-211.196,-11152.7,57.8994,0.2954
30910000,71,-223.315,-11187.5,51.4213,0.3023
30920000,66,-209.062,-11193.6,69.1,0.3063
30930000,66,-218.728,-11103.9,51.4589,0.3003
30940000,68,-228.273,-11140.9,53.3774,0.2946
30950000,72,-235.385,-11130.9,74.0286,0.2988
30960000,50,-172.52,-11151.9,51.5908,0.2951
30970000,48,-166.249,-11174.4,46.1153,0.2884
30980000,47,-156.714,-11187.1,55.9191,0.2957
30990000,57,-187.56,-11191.2,61.7826,0.2989
31000000,55,-185.496,-11237.2,56.9531,0.2961
31010000,57,-204.902,-11195.8,62.7247,0.2977
31020000,56,-180.236,-11244.4,54.6608,0.3
31030000,55,-188.869,-11229.5,47.9003,0.3023
31040000,52,-176.065,-11221.7,47.4174,0.2967
31050000,62,-206.178,-11199.4,66.2294,0.3043
31060000,54,-186.027,-11271.7,51.4041,0.2974
31070000,76,-249.311,-11225,64.072,0.2985
31080000,79,-249.605,-11263.6,82.8625,0.3061
31090000,65,-211.861,-11308,57.6885,0.2976
31100000,70,-221.9,-11307.6,78.8815,0.3023
31110000,57,-199.024,-11306.7,59.1328,0.3083
31120000,56,-182.645,-11267.1,39.651,0.3087
31130000,47,-161.528,-11342.1,40.7649,0.297
31140000,56,-175.628,-11298.4,63.7021,0.3045
31150000,62,-195.661,-11294,58.9243,0.3065
31160000,66,-208.752,-11314.2,63.8435,0.3014
31170000,66,-226.782,-11269.9,57.218,0.3036
31180000,68,-224.839,-11243.9,63.1889,0.3076
31190000,63,-207.362,-11254.9,69.9904,0.3073
31200000,73,-244.911,-11220.3,61.5746,0.3022
31210000,78,-255.407,-11209.3,64.7788,0.3025
31220000,68,-227.438,-11219.6,72.6133,0.3042
31230000,69,-215.767,-11232.7,67.8946,0.2908
31240000,60,-197.856,-11357.5,50.3863,0.3088
31250000,64,-206.041,-11340.3,63.569,0.3159
31260000,69,-215.338,-11337.5,72.3771,0.3073
31270000,82,-249.775,-11309.9,87.9131,0.3109
31280000,75,-238.907,-11297.1,77.4155,0.2985
31290000,58,-201.337,-11344.7,76.8211,0.3127
31300000,63,-209.859,-11361.1,67.0269,0.3075
31310000,72,-232.058,-11314.8,78.4461,0.3029
31320000,75,-241.022,-11275.3,82.324,0.3113
31330000,67,-219.981,-11237.5,63.6815,0.3015
31340000,58,-188.674,-11262.4,64.654,0.303
31350000,70,-224.919,-11253.3,52.2033,0.2965
31360000,70,-220.892,-11294.6,72.2819,0.2976
31370000,71,-218.617,-11327.2,74.6208,0.3016
31380000,77,-247.372,-11276.8,88.264,0.2985
31390000,76,-238.688,-11276.7,73.2162,0.301
31400000,52,-168.883,-11242.9,44.1674,0.3041
31410000,61,-195.928,-11252.5,46.4258,0.2892
31420000,51,-172.448,-11200.5,47.2336,0.2946
31430000,56,-184.011,-11229.4,43.7296,0.2962
31440000,50,-175.511,-11202.2,48.4422,0.2897
31450000,48,-160.642,-11299.8,45.4108,0.2994
31460000,55,-193.14,-11328.2,50.1598,0.3051
31470000,80,-254.411,-11301.3,91.624,0.3106
31480000,62,-203.194,-11222.7,42.9544,0.3099
31490000,68,-229.573,-11294.8,62.6982,0.302
31500000,69,-231.607,-11214.6,56.8214,0.3131
31510000,66,-211.894,-11247.9,74.3611,0.3029
31520000,61,-199.801,-11249,75.3029,0.2924
31530000,68,-230.238,-11271,61.0865,0.3048
31540000,69,-224.811,-11264.1,74.7543,0.3121
31550000,76,-250.92,-11195.7,78.9278,0.3009
31560000,86,-277.843,-11215.2,71.9171,0.2959
31570000,69,-212.314,-11273.8,65.8399,0.3096
31580000,65,-209.064,-11314.5,69.4974,0.2931
31590000,63,-202.229,-11262,62.7287,0.2941
31600000,65,-202.867,-11242.6,53.9663,0.3071
31610000,76,-239.955,-11238.2,61.6247,0.3014
31620000,65,-205.676,-11215.2,76.149,0.2939
31630000,77,-248.006,-11231.5,70.7992,0.2956
31640000,77,-256.615,-11278.1,90.327,0.299
31650000,74,-223.487,-11216.9,57.5679,0.3063
31660000,76,-241.852,-11210.7,78.7541,0.3064
31670000,87,-270.626,-11304.5,80.8739,0.2967
31680000,74,-244.428,-11214.7,73.12,0.3026
31690000,68,-228.739,-11223,64.8976,0.2971
31700000,63,-210.483,-11256.5,79.6452,0.2992
31710000,60,-193.782,-11181.8,49.2659,0.2955
31720000,63,-207.749,-11203.7,46.4164,0.2931
31730000,70,-231.525,-11169.1,64.389,0.2944
31740000,65,-228.299,-11228.3,50.6775,0.2957
31750000,72,-232.758,-11219.3,76.0621,0.3037
31760000,71,-231.788,-11243.5,52.5862,0.3042
31770000,64,-209.933,-11230.4,57.4823,0.3063
31780000,73,-241.055,-11279.8,84.5382,0.3179
31790000,54,-175.803,-11297.6,50.5604,0.305
31800000,61,-205.452,-11241.1,70.453,0.2978
31810000,63,-201.502,-11237.7,71.2655,0.3029
31820000,59,-202.403,-11304.5,73.1431,0.3024
31830000,70,-232.454,-11303.9,72.857,0.3009
31840000,61,-196.404,-11330.7,74.0674,0.3073
31850000,60,-192.97,-11327.2,56.4324,0.3059
31860000,64,-207.069,-11296,73.8789,0.3063
31870000,64,-205.018,-11273.9,71.7517,0.3068
31880000,61,-197.121,-11193.5,66.7994,0.2977
31890000,61,-196.35,-11235.8,48.6576,0.2947
31900000,52,-173.816,-11247.1,43.8902,0.2981
31910000,57,-185.177,-11208.8,53.0183,0.3008
31920000,59,-199.701,-11274.3,51.2813,0.3004
31930000,56,-202.217,-11192.1,47.6097,0.2973
31940000,55,-188.686,-11209.5,52.155,0.2934
31950000,63,-206.846,-11246.4,67.9483,0.2938
31960000,60,-205.571,-11232.9,69.6055,0.3011
31970000,63,-207.143,-11153.5,54.2786,0.2969
31980000,78,-248.267,-11169,69.9665,0.3031
31990000,69,-227.619,-11226.1,74.8797,0.3007
32000000,62,-204.627,-11180.1,56.1882,0.3034
32010000,60,-195.785,-11205.3,58.2466,0.2895
32020000,54,-174.836,-11154.5,46.7331,0.3028
32030000,59,-186.883,-11167,62.1702,0.2976
32040000,55,-175.522,-11203.5,44.7994,0.304
32050000,56,-183.981,-11236.9,65.7773,0.2882
32060000,60,-191.926,-11243.1,75.7122,0.3022
32070000,59,-192.583,-11227,60.9892,0.3005
32080000,54,-178.724,-11218.2,53.9692,0.3032
32090000,59,-192.018,-11230.4,59.8127,0.2948
32100000,64,-212.177,-11137.5,57.7029,0.2994
32110000,65,-219.214,-11149.7,79.6918,0.2981
32120000,66,-209.188,-11178.7,75.4408,0.2989
32130000,71,-229.124,-11185.9,73.0423,0.3068
32140000,75,-247.142,-11196.7,70.0099,0.2981
32150000,72,-229.27,-11220,66.1047,0.3001
32160000,57,-200.32,-11174.9,49.8813,0.3053
32170000,54,-190.613,-11177.9,55.4043,0.2932
32180000,58,-193.415,-11208.3,50.6214,0.2909
32190000,54,-189.883,-11228.2,44.715,0.3009
32200000,52,-188.486,-11275,56.6032,0.3002
32210000,58,-201.023,-11243.7,64.4433,0.3013
32220000,67,-221.301,-11290.1,64.6016,0.3034
32230000,66,-219.87,-11297.3,61.7769,0.3042
32240000,57,-195.545,-11269.6,54.7217,0.3032
32250000,58,-188.838,-11248.9,45.9267,0.2927
32260000,53,-192.103,-11236.3,47.8762,0.2981
32270000,60,-199.758,-11264.6,65.9552,0.3026
32280000,67,-214.896,-11278.2,58.1106,0.3029
32290000,70,-225.661,-11277.2,67.4353,0.3067
32300000,69,-216.804,-11256.2,64.1348,0.3029
32310000,64,-210.038,-11328.1,67.4129,0.3039
32320000,72,-233.148,-11354.8,71.0959,0.3121
32330000,56,-179.399,-11308.4,56.823,0.3041
32340000,84,-273.028,-11331.4,87.0349,0.3094
32350000,73,-240.383,-11312.7,74.4474,0.3096
32360000,65,-220.279,-11272.1,71.3398,0.3039
32370000,65,-211.471,-11268.5,55.3963,0.2972
32380000,55,-178.593,-11226.1,57.3606,0.2986
32390000,59,-193.82,-11234.2,54.4096,0.2943
32400000,57,-191.261,-11195.2,61.0053,0.3011
32410000,65,-212.864,-11206.7,54.6314,0.3018
32420000,59,-192.821,-11257.1,52.0545,0.3115
32430000,74,-231.448,-11229.1,59.1401,0.2991
32440000,67,-209.317,-11293.7,66.5576,0.294
32450000,69,-222.335,-11256.7,60.8289,0.2987
32460000,62,-198.041,-11281.2,69.5527,0.3048
32470000,61,-199.772,-11282.3,59.2445,0.3012
32480000,61,-199.361,-11237.4,58.46,0.3093
32490000,75,-235.994,-11281.6,81.0637,0.3016
32500000,71,-233.855,-11313.4,83.7697,0.301
32510000,63,-212.364,-11284,63.8777,0.3073
32520000,75,-245.703,-11300.2,65.3788,0.3143
32530000,73,-243.314,-11333,70.6509,0.3059
32540000,57,-183.176,-11278.4,49.8641,0.3107
32550000,56,-195.208,-11268.6,67.2028,0.3003
32560000,61,-209.672,-11340.2,51.6268,0.3008
32570000,50,-180.07,-11333.3,60.7359,0.2983
32580000,57,-194.064,-11332.9,55.2671,0.3004
32590000,55,-183.607,-11372,46.4626,0.303
32600000,60,-195.11,-11456.2,51.526,0.3078
32610000,52,-179.379,-11395.8,46.7391,0.3007
32620000,56,-183.591,-11430,51.0061,0.3074
32630000,63,-203.716,-11436,55.6589,0.3127
32640000,51,-170.098,-11370.8,42.7324,0.3027
32650000,61,-187.308,-11338.3,78.2999,0.3024
32660000,55,-173.854,-11282.4,57.7568,0.3131
32670000,49,-168.208,-11390.4,40.8102,0.3124
32680000,52,-171.043,-11326.9,51.491,0.3102
32690000,60,-196.04,-11345.8,66.9532,0.3056
32700000,49,-167.296,-11348.1,62.1237,0.3018
32710000,58,-191.765,-11341.7,64.0015,0.3024
32720000,57,-198.536,-11365.8,58.4943,0.3069
32730000,56,-179.153,-11368.5,50.7271,0.3045
32740000,58,-192.526,-11414.6,55.2575,0.3018
32750000,63,-213.023,-11356.5,75.0412,0.3068
32760000,65,-210.587,-11353,64.5035,0.3017
32770000,62,-194.837,-11331,59.3721,0.3002
32780000,58,-198.997,-11296.6,50.7087,0.3162
32790000,47,-154.441,-11252.2,41.3261,0.3006
32800000,63,-201.9,-11236.5,64.4301,0.2942
32810000,59,-198.374,-11277.1,72.4422,0.3021
32820000,58,-203.123,-11309.2,62.1272,0.3078
32830000,62,-199.344,-11264.6,58.4955,0.3046
32840000,57,-196.259,-11318.7,52.8537,0.3038
32850000,49,-161.661,-11337,46.1378,0.3032
32860000,42,-149.083,-11307,38.6691,0.3031
32870000,60,-195.472,-11296.9,60.3301,0.3077
32880000,58,-191.868,-11266,46.294,0.3009
32890000,54,-186.627,-11273.6,76.1032,0.3016
32900000,61,-208.957,-11275.1,47.1535,0.3107
32910000,60,-201.069,-11324.6,59.6778,0.2995
32920000,58,-204.058,-11256.9,46.5418,0.3082
32930000,55,-193.092,-11240.6,53.3871,0.3067
32940000,66,-215.175,-11260.7,56.4258,0.3001
32950000,64,-226.918,-11235.2,53.8309,0.2991
32960000,59,-209.604,-11219.8,64.4526,0.3057
32970000,82,-267.419,-11197.7,85.1674,0.3036
32980000,76,-231.154,-11240.5,78.0469,0.3071
32990000,73,-249.961,-11244.8,70.3286,0.3017
33000000,66,-225.768,-11210.8,67.8914,0.3037
33010000,72,-231.553,-11241.5,83.5828,0.2992
33020000,67,-223.771,-11245.5,56.0306,0.2997
33030000,68,-219.266,-11185.8,73.4904,0.3034
33040000,71,-230.208,-11159.6,58.1963,0.3043
33050000,70,-225.541,-11135,67.6853,0.2953
33060000,75,-238.815,-11078.6,69.3066,0.2901
33070000,56,-187.206,-11133.8,60.3586,0.2872
33080000,58,-193.941,-11128.6,74.1076,0.2991
33090000,63,-204.32,-11122.1,62.108,0.3008
33100000,58,-196.702,-11159.3,57.5934,0.2937
33110000,67,-223.339,-11102.2,65.0423,0.2968
33120000,73,-243.492,-11097.9,80.8574,0.3
33130000,72,-247.528,-11111.5,73.6389,0.2875
33140000,80,-262.549,-11027.3,74.5941,0.2945
33150000,67,-222.316,-11071.7,67.2808,0.2904
33160000,70,-232.678,-11045.6,78.1565,0.2893
33170000,74,-242.422,-11100.5,67.498,0.2954
33180000,82,-252.099,-11083.8,72.939,0.2934
33190000,83,-258.852,-11098,85.7504,0.2956
33200000,89,-289.836,-11156.2,85.8518,0.2986
33210000,72,-235.171,-11145.7,68.2226,0.2967
33220000,70,-223.417,-11140.1,72.7035,0.3045
33230000,75,-248.647,-11131.3,65.4346,0.3044
33240000,78,-248.857,-11156.3,73.8177,0.2947
33250000,64,-222.264,-11177,71.9227,0.2938
33260000,72,-233.789,-11070.8,68.5343,0.2898
33270000,64,-213.811,-11104,79.9639,0.2957
33280000,64,-208.639,-11158.5,56.3506,0.2909
33290000,68,-213.672,-11139,70.8628,0.296
33300000,51,-178.718,-11157.7,41.0366,0.2921
33310000,62,-208.209,-11149.6,52.151,0.2894
33320000,77,-248.675,-11113.5,68.8342,0.2926
33330000,64,-224.446,-11202.4,70.0448,0.2962
33340000,59,-200.774,-11162.2,57.353,0.2997
33350000,66,-217.757,-11193.7,65.9489,0.2911
33360000,67,-218.293,-11108.5,53.136,0.2948
33370000,63,-188.869,-11146.9,54.385,0.2959
33380000,58,-187.958,-11172.4,61.4277,0.3009
33390000,61,-199.947,-11169.5,60.2304,0.3041
33400000,57,-187.938,-11074.6,53.925,0.2882
33410000,62,-199.529,-11124.8,62.9544,0.2897
33420000,65,-220.799,-11108.6,72.6793,0.2912
33430000,66,-215.895,-11077.6,57.9256,0.2899
33440000,68,-234.276,-11105.7,58.5682,0.2966
33450000,73,-231.543,-11147.2,72.9388,0.2992
33460000,69,-221.17,-11156.2,72.6634,0.3004
33470000,72,-227.787,-11122,62.8419,0.2935
33480000,59,-188.542,-11179.4,65.1316,0.2975
33490000,62,-211.66,-11166.9,48.2147,0.2996
33500000,60,-207.346,-11205,58.9274,0.2934
33510000,65,-212.128,-11203.3,63.5262,0.3062
33520000,72,-239.56,-11176.8,65.9382,0.2939
33530000,66,-227.202,-11177.9,68.8103,0.2981
33540000,81,-270.854,-11226.2,79.7202,0.3027
33550000,76,-254.433,-11211.6,66.0349,0.3017
33560000,77,-242.556,-11236.4,62.8573,0.3018
33570000,65,-221.609,-11266.5,68.4585,0.3085
33580000,58,-200.251,-11259.9,89.4329,0.2967
33590000,74,-252.971,-11241.9,75.7304,0.307
33600000,74,-251.724,-11154.1,80.4127,0.3015
33610000,76,-256.453,-11178,67.1292,0.3095
33620000,74,-252.407,-11192.2,75.4839,0.3033
33630000,70,-231.455,-11174.8,70.5083,0.2984
33640000,73,-242.166,-11205.2,89.4244,0.3058
33650000,89,-301.605,-11199.8,83.5269,0.3006
33660000,93,-306.232,-11224.2,96.3647,0.3089
33670000,72,-232.516,-11163.2,76.3185,0.2996
33680000,78,-259.377,-11199.8,66.1218,0.2999
33690000,71,-230.039,-11189.3,63.1096,0.3058
33700000,83,-266.481,-11163.8,76.0616,0.3003
33710000,82,-268.304,-11183,63.1355,0.3044
33720000,60,-203.973,-11128.6,57.333,0.3087
33730000,71,-241.307,-11108.9,71.9224,0.297
33740000,59,-199.609,-11207.9,56.1059,0.2947
33750000,49,-168.97,-11223.9,47.4666,0.299
33760000,60,-196.548,-11227.8,57.3232,0.301
33770000,60,-191.874,-11236.9,64.8104,0.2967
33780000,74,-238.55,-11203.1,81.7078,0.3
33790000,69,-226.883,-11170,76.4359,0.3042
33800000,62,-187.184,-11186.8,54.4467,0.3016
33810000,49,-157.424,-11157.4,37.0258,0.2993
33820000,59,-189.129,-11156.7,64.2776,0.2924
33830000,69,-224.375,-11191.2,80.8441,0.3004
33840000,67,-214.235,-11201.3,53.1381,0.302
33850000,66,-228.375,-11199.4,63.6882,0.2932
33860000,87,-274.022,-11221,80.8622,0.3002
33870000,62,-200.664,-11257.7,52.1716,0.2938
33880000,69,-218.191,-11217,64.0146,0.3116
33890000,56,-187.697,-11197,52.6101,0.3009
33900000,82,-272.815,-11232.5,74.7923,0.3028
33910000,68,-225.235,-11219.8,59.381,0.303
33920000,69,-233.272,-11223.4,67.6477,0.2913
33930000,69,-227.622,-11160.1,71.8198,0.3052
33940000,69,-223.459,-11135.1,66.2549,0.2961
33950000,77,-237.751,-11088.9,76.2752,0.2996
33960000,74,-237.099,-11129,76.7723,0.292
33970000,74,-239.863,-11145.2,64.9716,0.2978
33980000,64,-229.007,-11105.2,68.9827,0.3009
33990000,60,-201.726,-11068.2,58.2169,0.2995
34000000,61,-201.873,-11146,57.2673,0.2848
34010000,60,-190.886,-11139.1,42.3651,0.288
34020000,68,-222.439,-11173.3,64.1183,0.2994
34030000,73,-245.045,-11204.8,69.7915,0.2919
34040000,65,-211.46,-11193.8,64.1446,0.2989
34050000,70,-227.368,-11209.7,76.0168,0.304
34060000,65,-214.26,-11232.4,57.3533,0.3037
34070000,62,-205.42,-11203.1,63.1601,0.3037
34080000,64,-210.528,-11166.2,77.1404,0.2947
34090000,59,-199.341,-11182.2,50.8206,0.3043
34100000,61,-206.016,-11192.3,57.8618,0.2942
34110000,61,-199.495,-11135.6,53.6116,0.2938
34120000,75,-240.803,-11208.7,63.6033,0.2936
34130000,58,-189.468,-11206.1,58.2324,0.2974
34140000,78,-255.708,-11188.8,89.3195,0.2933
34150000,72,-232.695,-11146.7,64.6384,0.2994
34160000,75,-246.395,-11154,76.147,0.3048
34170000,72,-236.006,-11174.6,52.1283,0.2898
34180000,60,-204.999,-11154,65.8048,0.2895
34190000,59,-203.463,-11168.9,69.8836,0.2967
34200000,79,-246.382,-11230,76.362,0.2948
34210000,60,-193.07,-11234.7,56.661,0.294
34220000,53,-178.853,-11246.4,48.3902,0.3122
34230000,62,-205.43,-11223.6,59.35,0.2919
34240000,68,-228.278,-11209.5,79.0488,0.2981
34250000,78,-259.475,-11187.9,68.3723,0.303
34260000,68,-211.023,-11203.8,74.4944,0.3092
34270000,66,-208.279,-11211.6,79.9324,0.307
34280000,76,-238.062,-11197.2,66.3543,0.2996
34290000,65,-207.21,-11143.8,56.829,0.295
34300000,72,-234.201,-11199.2,68.2594,0.3005
34310000,71,-231.951,-11187.9,82.1385,0.2991
34320000,56,-182.43,-11217,57.3073,0.3044
34330000,63,-217.328,-11248.9,45.3859,0.2935
34340000,51,-172.552,-11233.1,62.2436,0.3025
34350000,67,-214.91,-11204.4,66.2176,0.3009
34360000,65,-217.771,-11137.8,62.1668,0.3024
34370000,68,-227.533,-11153,67.8081,0.2957
34380000,85,-290.609,-11154.2,91.7531,0.2973
34390000,75,-254.315,-11157.3,76.3817,0.3042
34400000,75,-238.381,-11134.8,74.3452,0.299
34410000,65,-208.718,-11119.1,60.3658,0.3089
34420000,70,-242.684,-11120.1,56.3546,0.2967
34430000,81,-267.196,-11198.8,74.2007,0.3012
34440000,66,-225.81,-11199.5,66.3015,0.2974
34450000,64,-209.382,-11182.8,71.1499,0.2991
34460000,56,-200.296,-11218.8,70.1709,0.2884
34470000,62,-211.6,-11232.1,56.6223,0.3
34480000,62,-218.523,-11231.8,61.0454,0.3024
34490000,65,-215.673,-11202.5,70.1693,0.3038
34500000,61,-201.807,-11154.6,51.7939,0.3052
34510000,56,-188.761,-11169.9,62.7606,0.2954
34520000,61,-198.347,-11221.1,58.5944,0.2963
34530000,63,-201.464,-11223.3,64.8328,0.2926
34540000,65,-212.945,-11193.4,57.3261,0.3035
34550000,53,-191.916,-11211.8,54.9769,0.3001
34560000,56,-195.826,-11217.3,50.091,0.3077
34570000,61,-217.953,-11249.2,74.2843,0.2986
34580000,60,-205.001,-11186.4,63.3648,0.2952
34590000,63,-215.363,-11257.5,63.2629,0.3062
34600000,68,-226.455,-11210.6,64.0333,0.3084
34610000,63,-217.405,-11184.2,63.3896,0.3001
34620000,62,-206.972,-11163.3,71.8036,0.3026
34630000,61,-204.641,-11236.3,62.7694,0.2999
34640000,72,-237.183,-11157.6,62.5733,0.2936
34650000,65,-225.528,-11179.5,63.6872,0.2959
34660000,63,-217.169,-11188.6,58.2267,0.2957
34670000,65,-225.295,-11149,66.6066,0.298
34680000,62,-213.956,-11123,56.7573,0.2949
34690000,72,-231.435,-11212.8,63.2969,0.2909
34700000,58,-196.943,-11201.1,50.5743,0.2957
34710000,57,-197.635,-11248.7,52.4627,0.2958
34720000,56,-187.74,-11182.2,58.4615,0.2954
34730000,52,-183.707,-11188.4,42.2243,0.2885
34740000,49,-160.977,-11192.6,50.6407,0.2899
34750000,56,-193.9,-11222.8,58.7579,0.3
34760000,67,-214.763,-11263,71.5944,0.3055
34770000,61,-203.508,-11260.7,48.1679,0.3101
34780000,66,-215.997,-11302.1,64.3592,0.3023
34790000,51,-167.336,-11264,66.4468,0.2935
34800000,73,-227.735,-11256.4,76.5749,0.301
34810000,59,-194.474,-11184.3,50.7684,0.303
34820000,58,-179.721,-11236.9,45.3368,0.2998
34830000,63,-208.015,-11292.6,58.1639,0.2983
34840000,54,-187.631,-11256.5,58.6817,0.2958
34850000,76,-241.181,-11271,65.0215,0.3116
34860000,77,-257.184,-11208.2,83.7775,0.306
34870000,73,-233.969,-11201.5,73.0813,0.309
34880000,73,-227.647,-11184.6,68.9393,0.3005
34890000,61,-206.067,-11253,59.9576,0.3015
34900000,59,-197.433,-11264.9,47.222,0.3102
34910000,69,-223.339,-11269,70.489,0.2988
34920000,67,-220.63,-11213.6,63.7522,0.3036
34930000,60,-211.855,-11183.2,63.7182,0.3065
34940000,58,-196.362,-11173.4,54.8903,0.2946
34950000,64,-211.674,-11158.4,52.6917,0.3022
34960000,67,-224.509,-11188.8,68.1974,0.2915
34970000,75,-254.232,-11184.2,80.4476,0.3024
34980000,68,-234.999,-11167,56.4423,0.2972
34990000,60,-214.409,-11236.6,51.0411,0.3055
35000000,64,-221.939,-11228.1,60.6913,0.3032
35010000,70,-226.392,-11250.8,55.2683,0.3001
35020000,66,-218.15,-11196.7,63.6428,0.3046
35030000,72,-242.092,-11277.5,82.6801,0.2988
35040000,75,-234.824,-11257.8,68.372,0.2973
35050000,91,-276.77,-11222.2,77.4366,0.3094
35060000,79,-247.185,-11201.5,71.1484,0.31
35070000,86,-271.69,-11187.5,63.8598,0.2998
35080000,81,-263.269,-11190.8,83.6696,0.3045
35090000,77,-254.801,-11158.9,76.854,0.302
35100000,55,-185.101,-11189.6,63.838,0.2945
35110000,67,-219.473,-11157.6,74.2627,0.2969
35120000,71,-222.114,-11239.3,69.5591,0.3074
35130000,71,-241.74,-11173.8,78.093,0.3023
35140000,84,-270.452,-11241,79.2811,0.299
35150000,70,-230.306,-11170.8,81.2212,0.3065
35160000,58,-190.251,-11208.2,66.6304,0.2985
35170000,70,-217.04,-11218,64.6671,0.2975
35180000,58,-177.058,-11267.1,52.5638,0.2985
35190000,66,-217.544,-11232.6,59.103,0.298
35200000,66,-206.246,-11271.2,65.927,0.3021
35210000,62,-196.139,-11222.8,69.0159,0.2943
35220000,62,-205.137,-11159.2,54.8121,0.3005
35230000,65,-211.457,-11217.8,84.1299,0.2907
35240000,62,-214.773,-11238.2,54.1663,0.2937
35250000,66,-221.592,-11230,58.0924,0.3044
35260000,70,-229.288,-11232.2,68.8333,0.3025
35270000,72,-227.61,-11272.3,83.4574,0.3053
35280000,64,-195.714,-11228.4,82.0581,0.3118
35290000,56,-181.595,-11252.9,60.562,0.3014
35300000,51,-160.53,-11197.3,47.7904,0.2956
35310000,57,-183.701,-11241,51.7503,0.2961
35320000,59,-186.49,-11209.2,56.6842,0.2984
35330000,66,-207.513,-11210.6,57.2252,0.2969
35340000,64,-199.22,-11162,59.7234,0.3029
35350000,67,-218.611,-11196.8,63.2833,0.2983
35360000,57,-207.077,-11225.6,64.6502,0.3
35370000,57,-189.311,-11208.7,56.8086,0.2861
35380000,64,-215.695,-11164.2,57.9666,0.2991
35390000,60,-191.277,-11250.8,60.1641,0.2978
35400000,66,-221.827,-11216.2,52.1501,0.3035
35410000,68,-222.046,-11227.3,83.6063,0.3064
35420000,62,-198.483,-11255.2,62.0053,0.3089
35430000,60,-195.761,-11240.9,54.0332,0.2997
35440000,80,-248.748,-11229.9,86.4317,0.2976
35450000,78,-251.584,-11264.2,72.5227,0.3081
35460000,69,-215.548,-11240.7,63.5679,0.3072
35470000,56,-196.626,-11223.3,62.2177,0.2919
35480000,59,-202.189,-11222.7,60.5087,0.3022
35490000,61,-213.604,-11242.7,68.3755,0.3051
35500000,53,-176.97,-11217.4,49.1609,0.2929
35510000,63,-199.082,-11235.2,66.9701,0.2967
35520000,72,-226.618,-11332.3,65.6167,0.3069
35530000,81,-259.192,-11271.8,86.877,0.2972
35540000,89,-274.033,-11286.1,82.2028,0.3009
35550000,84,-270.15,-11280.4,78.5733,0.3075
35560000,78,-243.957,-11241.8,79.2214,0.3057
35570000,81,-265.056,-11271.5,72.914,0.3138
35580000,74,-237.672,-11256,66.4091,0.3141
35590000,66,-223.099,-11274,67.415,0.3045
35600000,64,-210.375,-11322.1,62.1599,0.3044
35610000,62,-206.242,-11290.8,55.6949,0.2995
35620000,61,-198.884,-11258.9,54.1315,0.3055
35630000,57,-188.723,-11226.4,54.4781,0.3107
35640000,64,-216.769,-11259.8,59.5002,0.3046
35650000,65,-217.391,-11251.5,72.4569,0.3
35660000,79,-252.484,-11232.9,59.7023,0.3111
35670000,80,-242.155,-11184.8,92.4769,0.2989
35680000,78,-238.216,-11215.9,74.0238,0.2977
35690000,59,-191.789,-11185.7,53.4875,0.2983
35700000,53,-179.026,-11205.8,42.4846,0.3006
35710000,58,-193.372,-11254,54.5042,0.2936
35720000,66,-216.233,-11244.9,64.5391,0.3011
35730000,77,-238.081,-11228.7,76.4807,0.2996
35740000,66,-210.968,-11289.3,60.6781,0.302
35750000,58,-195.863,-11272.3,71.3229,0.3106
35760000,74,-240.409,-11204.9,66.4281,0.2964
35770000,66,-215.382,-11177.5,84.4835,0.3048
35780000,80,-253.555,-11217.3,88.0163,0.2973
35790000,73,-231.873,-11179,85.8449,0.3023
35800000,83,-262.926,-11202.2,78.3092,0.2948
35810000,87,-275.832,-11250.4,99.1333,0.3004
35820000,79,-243.455,-11232.8,78.0204,0.3051
35830000,76,-234.192,-11266.7,63.5684,0.3111
