generation,N_shifts,logPrior,logLik,eventRate,acceptRate
16680000,57,-189.856,-11296.8,58.9933,0.3021
16690000,57,-186.864,-11271.1,70.8697,0.3012
16700000,49,-164.163,-11347.1,41.9015,0.3003
16710000,44,-158.732,-11308.7,46.4425,0.2982
16720000,53,-181.393,-11334.4,60.7025,0.2942
16730000,71,-227.618,-11293.4,75.744,0.3157
16740000,48,-169.786,-11332.8,27.5326,0.3124
16750000,62,-222.543,-11297.1,48.321,0.2953
16760000,55,-182.031,-11326.6,56.2801,0.3022
16770000,43,-149.288,-11302.8,35.5641,0.3038
16780000,51,-168.719,-11310.9,53.5818,0.2915
16790000,58,-181.833,-11285.3,40.075,0.2972
16800000,58,-189.639,-11265.5,58.4784,0.2975
16810000,68,-215.137,-11315.6,67.876,0.3034
16820000,67,-217.016,-11255.2,75.1768,0.3016
16830000,58,-193.649,-11264.6,52.1871,0.2968
16840000,61,-200.966,-11304,58.8732,0.298
16850000,61,-213.454,-11270.8,50.2502,0.2964
16860000,53,-189.195,-11368.1,43.9533,0.3024
16870000,66,-226.166,-11402.7,59.543,0.2999
16880000,56,-195.17,-11418.4,42.6931,0.3141
16890000,61,-204.755,-11443.1,54.5165,0.3082
16900000,54,-180.801,-11362.7,42.923,0.303
16910000,51,-170.59,-11397.2,44.4921,0.2994
16920000,54,-188.036,-11357.3,51.1423,0.3023
16930000,62,-199.2,-11375.7,49.9959,0.3063
16940000,69,-235.231,-11375.1,73.0709,0.3085
16950000,71,-235.448,-11371.3,76.4453,0.3104
16960000,64,-215.627,-11325.1,55.8513,0.303
16970000,57,-189.333,-11370.6,61.5135,0.3095
16980000,55,-184.381,-11426.8,43.9279,0.3028
16990000,56,-197.96,-11357.7,51.2507,0.3156
17000000,41,-149.425,-11460.9,46.9814,0.3076
17010000,48,-165.384,-11468.9,45.4272,0.3068
17020000,42,-160.461,-11461.3,44.1132,0.3062
17030000,48,-176.554,-11448.1,53.5004,0.3048
17040000,47,-161.847,-11472.5,39.3463,0.3126
17050000,61,-216.197,-11519.9,56.1643,0.3085
17060000,60,-194.759,-11494.5,49.9138,0.3193
17070000,50,-168.732,-11504.4,46.4801,0.3158
17080000,58,-197.314,-11459.1,48.7573,0.311
17090000,58,-185.875,-11446.5,45.774,0.3159
17100000,57,-189.208,-11430.1,61.0166,0.3079
17110000,62,-210.121,-11467,60.4264,0.3084
17120000,69,-224.824,-11409.2,86.0388,0.3125
17130000,58,-194.349,-11369.9,49.1294,0.3014
17140000,45,-157.028,-11365.1,39.1498,0.3041
17150000,58,-194.574,-11351.7,56.9724,0.3018
17160000,57,-191.47,-11358.9,51.0113,0.2991
17170000,52,-174.173,-11308.6,45.465,0.308
17180000,48,-159.427,-11338,56.9371,0.3032
17190000,49,-157.393,-11349.7,48.6204,0.2992
17200000,51,-167.208,-11331.8,49.5189,0.2951
17210000,47,-158.357,-11269.4,45.5521,0.3133
17220000,48,-168.981,-11297.4,40.4879,0.3025
17230000,56,-177.437,-11303.6,55.8776,0.2929
17240000,54,-174.738,-11275.4,74.4481,0.3069
17250000,48,-178.635,-11254.5,53.4321,0.2954
17260000,60,-217.108,-11243.8,49.5593,0.2925
17270000,59,-203.606,-11303.6,46.9807,0.2996
17280000,59,-199.296,-11261.2,59.0593,0.2955
17290000,60,-201.85,-11283.9,49.5856,0.2997
17300000,53,-179.588,-11316.4,43.9588,0.2926
17310000,46,-164.906,-11290.1,41.0358,0.3005
17320000,58,-205.414,-11313.4,63.9199,0.3014
17330000,59,-207.56,-11305.1,64.8569,0.308
17340000,55,-193.806,-11356.1,63.2163,0.2942
17350000,60,-204.376,-11341.9,58.9974,0.3002
17360000,46,-161.359,-11330.2,38.6003,0.2984
17370000,64,-215.236,-11374.6,79.6503,0.3032
17380000,62,-221.591,-11299.2,53.4516,0.3129
17390000,57,-202.909,-11316.5,64.0653,0.3112
17400000,60,-206.419,-11293.7,52.8632,0.3064
17410000,57,-199.43,-11273.4,59.7142,0.2974
17420000,50,-180.963,-11278.8,52.2781,0.2967
17430000,62,-199.068,-11233.9,49.8434,0.3008
17440000,64,-216.492,-11269.5,66.8679,0.3036
17450000,59,-198.265,-11200.7,53.2432,0.2906
17460000,56,-200.07,-11288.6,58.8036,0.2946
17470000,46,-156.077,-11269.3,51.4879,0.3039
17480000,56,-190.814,-11253.9,46.3181,0.294
17490000,54,-181.897,-11263.4,60.8825,0.3007
17500000,72,-247.111,-11232.7,85.008,0.3039
17510000,72,-233.779,-11242.6,60.6956,0.2996
17520000,59,-199.655,-11167.9,63.0403,0.2903
17530000,57,-205.17,-11105.8,56.657,0.297
17540000,65,-213.361,-11165.5,57.567,0.2999
17550000,57,-190.62,-11234.3,59.8674,0.2821
17560000,53,-183.369,-11244.8,45.5073,0.306
17570000,62,-204.664,-11268.8,58.511,0.2945
17580000,54,-179.444,-11272.8,44.6951,0.2984
17590000,52,-179.106,-11276.2,65.4939,0.2971
17600000,61,-206.181,-11326.4,62.1166,0.3067
17610000,66,-220.062,-11344.2,70.001,0.3053
17620000,75,-251.507,-11352.3,68.1496,0.3104
17630000,52,-185.643,-11371.9,57.7914,0.2937
17640000,56,-188.72,-11301.6,50.164,0.3048
17650000,61,-212.756,-11367.6,55.1677,0.3041
17660000,60,-205.026,-11350.2,44.9521,0.301
17670000,50,-175.659,-11267.8,46.6601,0.302
17680000,50,-179.823,-11308.3,55.2741,0.297
17690000,56,-194.518,-11332.8,60.9693,0.3008
17700000,50,-170.254,-11312.8,43.5956,0.2953
17710000,53,-171.677,-11263.7,48.1249,0.2969
17720000,50,-160.79,-11279.5,53.409,0.2908
17730000,48,-164.375,-11278.7,56.1318,0.3004
17740000,49,-174.536,-11272.5,47.1415,0.2956
17750000,40,-147.357,-11288.5,39.7832,0.299
17760000,44,-162.987,-11355.9,53.4393,0.2992
17770000,72,-233.563,-11393.7,72.2174,0.2993
17780000,58,-196.817,-11410.1,61.342,0.3087
17790000,59,-202.012,-11374.7,47.4575,0.31
17800000,69,-234.695,-11413.3,62.6044,0.3088
17810000,62,-202.754,-11348.8,43.6037,0.3075
17820000,66,-210.517,-11322.7,74.7939,0.3025
17830000,50,-165.212,-11285.7,41.6238,0.2911
17840000,69,-236.378,-11319.9,64.8851,0.3078
17850000,55,-199.897,-11274.2,47.2068,0.3058
17860000,45,-164.874,-11255.4,51.4539,0.3002
17870000,51,-178.798,-11267.7,47.6065,0.3008
17880000,62,-207.224,-11351.6,54.3372,0.3026
17890000,54,-197.984,-11351.1,48.7856,0.2949
17900000,49,-183.882,-11375.3,40.6579,0.3082
17910000,68,-230.091,-11436,58.3663,0.299
17920000,60,-204.901,-11350.8,56.8857,0.3076
17930000,53,-182.729,-11399.2,59.3869,0.3036
17940000,42,-141.789,-11393.2,36.5245,0.3028
17950000,57,-190.536,-11401,43.5789,0.2992
17960000,58,-187.239,-11429.5,65.3224,0.3157
17970000,43,-160.544,-11327.9,50.9465,0.3115
17980000,51,-180.873,-11349.4,38.0404,0.3074
17990000,55,-195.681,-11296.6,46.8344,0.3052
18000000,53,-180.995,-11262.7,47.417,0.3018
18010000,59,-201.254,-11308.4,58.2678,0.2976
18020000,60,-206.74,-11329.6,65.5282,0.3063
18030000,58,-197.558,-11368,59.8312,0.3098
18040000,48,-159.349,-11370.4,53.8203,0.307
18050000,46,-151.004,-11424.7,40.5427,0.3035
18060000,50,-175.883,-11337.4,59.3798,0.3046
18070000,48,-162.984,-11340.5,58.8178,0.3026
18080000,44,-148.819,-11318.9,35.6675,0.2928
18090000,40,-148.591,-11346.8,47.29,0.3019
18100000,38,-140.325,-11404.4,48.1991,0.3103
18110000,60,-212.889,-11421.2,57.8699,0.3192
18120000,48,-169.775,-11352.2,52.0825,0.3106
18130000,55,-186.852,-11365.7,48.1849,0.3021
18140000,56,-189.61,-11357.7,60.6935,0.3044
18150000,61,-206.433,-11305.9,70.0945,0.3006
18160000,68,-228.524,-11334.3,70.8292,0.301
18170000,56,-189.9,-11347,67.5964,0.3001
18180000,51,-170,-11341.6,48.0365,0.3089
18190000,65,-214.237,-11395.6,62.0393,0.3065
18200000,63,-206.756,-11395.6,67.0668,0.3046
18210000,59,-188.98,-11361.6,48.609,0.2971
18220000,53,-181.509,-11366.8,47.7454,0.3041
18230000,64,-220.173,-11389.8,54.6468,0.3091
18240000,44,-159.368,-11374,50.9037,0.3043
18250000,47,-158.848,-11363.9,50.6158,0.2989
18260000,49,-178.384,-11336.1,36.2564,0.3039
18270000,62,-211.012,-11389.7,76.8297,0.305
18280000,58,-196.446,-11380.2,60.1647,0.3025
18290000,57,-193.634,-11355.1,50.0874,0.3065
18300000,59,-196.722,-11351.3,77.0421,0.3045
18310000,61,-202.277,-11351.3,60.9215,0.3076
18320000,52,-176.718,-11336.7,42.1648,0.3029
18330000,54,-187.896,-11307.3,65.0405,0.3025
18340000,56,-195.61,-11358.5,48.6139,0.304
18350000,72,-230.916,-11381.1,69.9089,0.2995
18360000,63,-207.207,-11416.6,55.1494,0.3092
18370000,51,-179.52,-11394.8,48.1633,0.2999
18380000,61,-210.828,-11386.3,71.2885,0.3015
18390000,63,-220.349,-11330.5,64.9442,0.3036
18400000,45,-164.669,-11364,46.9108,0.3076
18410000,53,-185.37,-11353.7,62.6384,0.2962
18420000,55,-191.855,-11318.4,48.7984,0.3027
18430000,61,-206.472,-11339.8,72.4662,0.3055
18440000,56,-176.935,-11342.7,65.3555,0.3027
18450000,69,-211.531,-11341.9,56.238,0.3019
18460000,60,-190.817,-11368,51.8377,0.298
18470000,57,-194.272,-11296.3,55.6887,0.305
18480000,58,-203.648,-11296.2,50.749,0.3097
18490000,54,-190.258,-11332.3,45.3946,0.3046
18500000,63,-214.667,-11315.5,59.8945,0.3053
18510000,49,-189.588,-11298.6,38.4354,0.3017
18520000,44,-173.781,-11293.7,34.1543,0.3014
18530000,45,-152.48,-11397.8,47.8445,0.3006
18540000,55,-193.083,-11363.6,51.0102,0.3096
18550000,55,-188.253,-11385.9,51.8367,0.3029
18560000,55,-190.371,-11330.9,58.6713,0.3082
18570000,63,-203.144,-11342.8,58.38,0.3019
18580000,55,-185.836,-11367.4,52.3489,0.3003
18590000,42,-147.883,-11356.6,43.9997,0.3065
18600000,77,-233.477,-11418.1,72.6612,0.3067
18610000,59,-194.95,-11415.5,67.4058,0.3169
18620000,61,-193.067,-11421,71.4465,0.3167
18630000,58,-190.328,-11410.3,59.1629,0.3093
18640000,56,-184.721,-11426.7,54.4331,0.3015
18650000,63,-200.695,-11373,63.633,0.308
18660000,57,-193.123,-11394.7,69.0358,0.3075
18670000,56,-187.125,-11275.6,73.7446,0.2965
18680000,51,-188.838,-11280,42.7077,0.2921
18690000,54,-173.5,-11303,53.5525,0.2995
18700000,48,-153.492,-11317.8,46.6765,0.2996
18710000,54,-177.17,-11297.5,56.1442,0.2954
18720000,48,-161.851,-11341.6,53.067,0.2977
18730000,51,-171.241,-11392.5,45.6776,0.299
18740000,66,-208.056,-11372.9,71.4264,0.3096
18750000,82,-254.987,-11373.3,90.7809,0.3031
18760000,78,-246.077,-11428.3,71.9697,0.3099
18770000,63,-206.337,-11368.9,64.0923,0.3059
18780000,56,-183.421,-11376.9,55.5361,0.3067
18790000,60,-188.183,-11415.9,55.5084,0.3109
18800000,58,-197.451,-11384.6,58.4325,0.3055
18810000,60,-206.16,-11373.7,71.2831,0.3085
18820000,51,-171.739,-11401.2,47.9206,0.3027
18830000,62,-198.566,-11342.2,69.3014,0.3161
18840000,63,-196.641,-11335,58.8185,0.3052
18850000,54,-182.319,-11365.1,59.1531,0.2986
18860000,59,-196.893,-11340.5,62.995,0.3065
18870000,49,-177.877,-11289.2,51.0108,0.3118
18880000,68,-218.738,-11311.9,65.0629,0.2951
18890000,70,-221.114,-11300.4,71.6915,0.3045
18900000,59,-198.711,-11318.7,64.7362,0.308
18910000,65,-213.042,-11332.3,62.5973,0.3031
18920000,69,-225.22,-11256.9,77.5007,0.303
18930000,64,-208.928,-11260,70.8252,0.305
18940000,57,-196.231,-11299.6,59.5824,0.2977
18950000,50,-173.549,-11284.1,44.2533,0.2957
18960000,56,-195.888,-11299.3,44.2666,0.3022
18970000,56,-185.281,-11298.2,52.5826,0.3037
18980000,62,-194.126,-11320.7,49.2417,0.308
18990000,59,-186.446,-11346.6,60.1849,0.3092
19000000,60,-207.944,-11379.2,74.7415,0.3066
19010000,51,-180.235,-11405.9,37.1882,0.3088
19020000,49,-175.189,-11360.9,45.636,0.3034
19030000,64,-212.565,-11383.7,55.1517,0.3067
19040000,58,-185.989,-11351.7,67.7491,0.3034
19050000,58,-189.254,-11412.6,58.2729,0.3102
19060000,49,-177.897,-11432.3,45.0772,0.2998
19070000,55,-193.746,-11394.6,41.9934,0.3077
19080000,54,-197.06,-11314.1,50.269,0.2989
19090000,70,-223.287,-11364.3,78.9333,0.302
19100000,64,-211.318,-11423.2,66.1717,0.3054
19110000,55,-190.699,-11382.6,60.458,0.2966
19120000,65,-216.779,-11386.2,60.6291,0.313
19130000,61,-211.607,-11300.6,54.0178,0.2991
19140000,50,-174.867,-11259.3,47.2187,0.3027
19150000,61,-206.216,-11273.3,48.9734,0.2994
19160000,58,-200.207,-11357.6,51.6566,0.3001
19170000,54,-188.333,-11297.7,59.1554,0.2976
19180000,48,-160.866,-11398.8,56.1288,0.2992
19190000,54,-192.916,-11351.2,44.0441,0.2993
19200000,55,-181.77,-11376.3,65.3264,0.2995
19210000,53,-182.451,-11429.6,63.5574,0.3039
19220000,52,-192.951,-11356.7,41.3967,0.3073
19230000,75,-256.38,-11292,75.4753,0.2963
19240000,69,-251.806,-11241.3,59.6625,0.296
19250000,89,-275.405,-11318.2,81.306,0.296
19260000,81,-254.852,-11317.4,81.0081,0.3111
19270000,78,-253.843,-11287.3,80.1603,0.2992
19280000,82,-265.328,-11284.7,102.442,0.3019
19290000,64,-213.194,-11272.7,62.0568,0.3069
19300000,65,-213.537,-11227.7,59.7735,0.2922
19310000,63,-211.275,-11245.3,59.8264,0.2912
19320000,69,-237.341,-11228,63.7319,0.291
19330000,66,-217.578,-11253.7,72.2024,0.3071
19340000,62,-210.007,-11251.5,63.4385,0.2972
19350000,61,-198.096,-11362.7,55.4489,0.2962
19360000,62,-198.903,-11305.6,58.0572,0.3015
19370000,54,-182.423,-11269.4,65.0351,0.2906
19380000,57,-194.239,-11267.4,53.9448,0.3003
19390000,69,-228.456,-11269.5,67.5203,0.2948
19400000,56,-198.7,-11278.8,43.0775,0.3052
19410000,62,-206.09,-11248.5,52.6535,0.2928
19420000,60,-201.262,-11287.8,62.7071,0.2979
19430000,57,-205.151,-11322.3,56.7936,0.3139
19440000,63,-212.545,-11296.6,57.9142,0.3022
19450000,68,-222.91,-11232.9,64.6553,0.2985
19460000,87,-272.95,-11222,79.7346,0.294
19470000,76,-249.896,-11257.8,72.7648,0.3089
19480000,63,-205.657,-11297.9,55.2915,0.3002
19490000,69,-236.454,-11299.6,77.9494,0.3036
19500000,61,-211.28,-11295,54.7795,0.2984
19510000,61,-208.545,-11240,76.3343,0.3037
19520000,50,-181.126,-11253.5,62.7471,0.2909
19530000,49,-181.29,-11282.7,39.4672,0.2905
19540000,58,-186.304,-11251.8,52.9308,0.2994
19550000,47,-159.986,-11293.3,47.4911,0.2916
19560000,59,-197.37,-11314.3,63.9176,0.3015
19570000,62,-219.529,-11293,67.0057,0.3031
19580000,52,-193.317,-11227.3,49.7281,0.2945
19590000,67,-219.617,-11244.7,70.1713,0.3042
19600000,55,-186.28,-11230.1,70.495,0.2938
19610000,62,-205.318,-11282.8,56.9995,0.3031
19620000,60,-206.863,-11272.4,60.1421,0.3003
19630000,66,-223.907,-11375,62.8919,0.2987
19640000,71,-233.808,-11276.5,74.5141,0.3038
19650000,57,-199.235,-11382,51.7039,0.3009
19660000,51,-187.557,-11365.1,49.4258,0.304
19670000,43,-172.662,-11425.6,58.5253,0.3104
19680000,64,-211.389,-11425,59.5112,0.3131
19690000,44,-146.808,-11386.8,48.6845,0.3084
19700000,57,-187.065,-11441.7,49.2671,0.3078
19710000,64,-199.323,-11413.1,60.4823,0.3013
19720000,53,-175.02,-11327.9,40.9014,0.296
19730000,48,-155.585,-11320,36.2955,0.2968
19740000,56,-174.728,-11344.4,52.1037,0.3008
19750000,68,-214.417,-11354.2,84.5296,0.3039
19760000,58,-185.22,-11331.1,52.9249,0.3039
19770000,64,-204.041,-11357.7,78.914,0.3
19780000,60,-201.462,-11326.5,43.171,0.2945
19790000,56,-189.532,-11336.5,68.9107,0.2976
19800000,62,-213.637,-11296.8,55.9361,0.3107
19810000,62,-197.533,-11256.4,55.7682,0.2893
19820000,61,-209.759,-11224.3,53.1859,0.3023
19830000,56,-195.421,-11282.6,50.6609,0.297
19840000,54,-186.884,-11255.9,54.4818,0.3043
19850000,62,-208.777,-11262.3,77.6308,0.292
19860000,60,-193.98,-11251,58.8724,0.3003
19870000,59,-205.98,-11234.9,67.4095,0.2914
19880000,68,-231.142,-11225.7,59.9545,0.2934
19890000,61,-219.146,-11226.1,63.9839,0.2987
19900000,53,-181.393,-11238.9,44.1839,0.296
19910000,66,-225.43,-11307.2,72.4427,0.298
19920000,58,-200.036,-11317.9,62.1848,0.2964
19930000,53,-169.998,-11312,62.9134,0.2944
19940000,62,-196.123,-11363.3,80.3516,0.3093
19950000,64,-203.689,-11356.6,68.1014,0.2978
19960000,65,-205.719,-11393.8,56.3761,0.3068
19970000,52,-169.556,-11341.8,41.0675,0.3089
19980000,43,-153.206,-11278.8,27.2647,0.3082
19990000,57,-211.268,-11325.1,63.8406,0.3004
20000000,59,-199.4,-11279.5,63.7618,0.303
20010000,57,-201.751,-11255,50.2476,0.2954
20020000,56,-185.719,-11264.8,68.1601,0.2994
20030000,65,-220.318,-11225.9,59.5557,0.2947
20040000,70,-221.894,-11245.3,81.2412,0.2884
20050000,65,-215.818,-11198.9,67.3485,0.296
20060000,69,-218.647,-11211.8,65.7943,0.2988
20070000,60,-193.506,-11213.5,52.5945,0.2982
20080000,66,-208.519,-11255.8,74.4909,0.3045
20090000,60,-194.868,-11223.7,52.0682,0.2941
20100000,62,-193.744,-11171.7,72.3354,0.3036
20110000,69,-223.717,-11209.7,68.2896,0.2949
20120000,60,-196.534,-11248,67.421,0.2968
20130000,65,-202.787,-11190.1,76.871,0.3078
20140000,62,-211.52,-11197.5,66.9517,0.2917
20150000,69,-221.678,-11165.9,78.1666,0.2944
20160000,73,-237.75,-11180.2,60.322,0.2996
20170000,72,-236.758,-11218.6,66.4009,0.2987
20180000,69,-233.872,-11273.4,58.6328,0.2965
20190000,56,-189.711,-11250.1,54.9627,0.2961
20200000,56,-185.368,-11272.7,55.0419,0.2885
20210000,50,-176.866,-11280,47.3081,0.2986
20220000,53,-173.147,-11257.4,55.6136,0.306
20230000,58,-191.406,-11342.8,62.1169,0.2937
20240000,69,-214.417,-11287.8,71.1511,0.3065
20250000,70,-218.273,-11314.3,63.3954,0.3048
20260000,59,-205.095,-11253.1,56.1874,0.3018
20270000,55,-179.084,-11312.1,50.771,0.2999
20280000,55,-190.084,-11308.5,48.3858,0.3027
20290000,54,-176.974,-11251.5,45.4187,0.2981
20300000,64,-219.94,-11285.9,68.2295,0.2956
20310000,54,-188.783,-11251.9,59.4059,0.2934
20320000,61,-199.192,-11259,55.1938,0.2947
20330000,59,-186.007,-11276.2,71.6379,0.2958
20340000,55,-181.18,-11277.4,54.0366,0.2955
20350000,61,-196.362,-11228.1,53.5737,0.3075
20360000,60,-188.609,-11234.7,65.1162,0.2982
20370000,61,-194.234,-11225.3,71.9039,0.3099
20380000,64,-206.213,-11249.1,54.6956,0.301
20390000,69,-223.547,-11261.5,67.0132,0.2944
20400000,60,-201.569,-11250.1,61.6018,0.2935
20410000,57,-187.049,-11289.6,61.7928,0.2906
20420000,63,-205.339,-11232.1,49.3499,0.3007
20430000,73,-228.561,-11216.7,77.8343,0.293
20440000,63,-199.866,-11261.6,61.0325,0.2986
20450000,67,-211.055,-11236.1,65.0424,0.3021
20460000,65,-212.281,-11234.6,49.3911,0.3054
20470000,58,-195.479,-11244.8,76.0058,0.3045
20480000,62,-211.196,-11277.1,55.9847,0.3049
20490000,70,-219.267,-11238,78.6365,0.293
20500000,69,-224.271,-11286.9,59.7299,0.3027
20510000,74,-232.332,-11262.7,75.4893,0.3052
20520000,73,-225.769,-11271.1,66.1868,0.299
20530000,65,-220.849,-11273.9,82.4009,0.2963
20540000,82,-265.42,-11268.5,73.8728,0.3035
20550000,74,-231.585,-11291.7,65.8022,0.3018
20560000,67,-233.563,-11276.1,64.8668,0.302
20570000,62,-218.163,-11193,74.5613,0.3004
20580000,75,-245.332,-11141.4,71.4364,0.3037
20590000,71,-221.673,-11248,73.5213,0.2976
20600000,69,-225.843,-11260.8,51.1359,0.3026
20610000,80,-266.82,-11288.4,96.2629,0.3041
20620000,68,-218.421,-11240,70.617,0.2936
20630000,68,-214.96,-11245.2,59.4511,0.2978
20640000,60,-190.91,-11221.8,59.5055,0.3006
20650000,70,-225.479,-11188.1,74.3068,0.2912
20660000,72,-224.998,-11177.4,68.957,0.2991
20670000,60,-200.041,-11146.5,53.8464,0.2962
20680000,51,-179.072,-11200.8,51.9093,0.2886
20690000,46,-171.262,-11275.6,56.6985,0.3009
20700000,45,-160.381,-11328,46.9471,0.3037
20710000,55,-185.864,-11434.5,63.0041,0.3074
20720000,54,-190.177,-11432.6,47.2032,0.3016
20730000,57,-189.822,-11349.3,40.8426,0.3053
20740000,63,-199.722,-11332.8,60.1078,0.3061
20750000,53,-176.473,-11331.3,50.5258,0.3051
20760000,49,-175.621,-11372.9,47.858,0.3043
20770000,62,-203.919,-11313.3,63.8773,0.3024
20780000,62,-210.713,-11302.7,58.7914,0.3
20790000,68,-229.407,-11309.3,62.678,0.3013
20800000,60,-206.8,-11306.6,42.4974,0.3044
20810000,59,-193.19,-11311.8,66.324,0.2954
20820000,65,-212.483,-11298.3,60.473,0.2998
20830000,45,-146.978,-11378.6,52.0835,0.3016
20840000,51,-177.773,-11316.2,51.1054,0.2993
20850000,59,-197.457,-11285.9,63.0273,0.3033
20860000,50,-177.062,-11341.1,52.3377,0.3043
20870000,57,-200.05,-11358.9,65.2442,0.2979
20880000,50,-176.859,-11334.7,56.0336,0.3004
20890000,52,-176.458,-11353.7,55.4532,0.3071
20900000,53,-178.002,-11318,42.6772,0.2981
20910000,52,-170.159,-11347.5,44.2109,0.3017
20920000,59,-194.536,-11328,52.3437,0.3039
20930000,60,-197.471,-11337.3,70.7428,0.3032
20940000,57,-187.408,-11347.8,58.7281,0.3043
20950000,54,-188.761,-11317.7,53.0875,0.3081
20960000,61,-197.506,-11315.8,64.0933,0.302
20970000,60,-197.065,-11351.2,72.5243,0.3071
20980000,53,-185.649,-11295.8,54.4975,0.3054
20990000,54,-190.909,-11251.5,59.4646,0.2963
21000000,61,-213.122,-11293.1,45.9153,0.2992
21010000,53,-185.764,-11265.8,44.3281,0.3053
21020000,53,-190.33,-11241.2,53.0806,0.3024
21030000,65,-203.384,-11306,54.6954,0.3009
21040000,58,-190.758,-11304.8,49.2095,0.2953
21050000,61,-206.261,-11309.9,50.0534,0.2968
21060000,48,-160.609,-11281.6,45.2399,0.2916
21070000,54,-184.121,-11350.5,54.2931,0.3
21080000,67,-207.207,-11358.4,51.4476,0.3006
21090000,48,-162.527,-11338.5,49.3395,0.2998
21100000,50,-166.561,-11337.2,53.9497,0.3069
21110000,49,-171.167,-11267.6,57.2912,0.3013
21120000,55,-181.159,-11276.3,58.5867,0.2987
21130000,54,-177.38,-11273,44.2413,0.2959
21140000,58,-201.04,-11343.2,50.336,0.2999
21150000,46,-158.335,-11381.9,42.4867,0.3118
21160000,53,-175.822,-11426.6,56.9986,0.3117
21170000,65,-209.948,-11372.6,59.6773,0.3084
21180000,56,-195.146,-11374.2,53.1666,0.3059
21190000,58,-189.855,-11407.2,61.0435,0.3045
21200000,49,-157.244,-11362,46.854,0.3054
21210000,42,-142.993,-11418.3,36.7324,0.301
21220000,52,-185.885,-11381.8,48.8834,0.3018
21230000,54,-198.345,-11442.1,56.2693,0.3094
21240000,59,-200.875,-11391.1,63.0583,0.3054
21250000,52,-183.05,-11392.9,50.1453,0.3064
21260000,50,-189.021,-11447.9,40.0501,0.3012
21270000,55,-184.658,-11435.2,46.9879,0.3124
21280000,52,-173.114,-11396.1,54.2782,0.3163
21290000,49,-165.83,-11421.6,46.5425,0.3113
21300000,46,-156.754,-11449,44.4467,0.3091
21310000,59,-192.498,-11461.6,59.006,0.3083
21320000,56,-192.668,-11403.2,43.8196,0.2996
21330000,56,-195.595,-11383.9,44.8698,0.3018
21340000,59,-193.134,-11375.3,58.7426,0.3087
21350000,42,-148.577,-11371,39.1686,0.3037
21360000,51,-179.917,-11345.9,56.4521,0.3118
21370000,44,-165.48,-11410.5,42.1754,0.3021
21380000,57,-188.368,-11428.9,53.666,0.3039
21390000,56,-196.64,-11450.4,55.7722,0.3064
21400000,60,-205.412,-11447.9,57.9515,0.304
21410000,49,-173.447,-11396.7,42.6113,0.3111
21420000,62,-203.496,-11352.5,52.2966,0.305
21430000,54,-174.415,-11321,62.686,0.3065
21440000,50,-164.973,-11355.5,55.3959,0.3017
21450000,50,-176.209,-11322.5,53.1303,0.3032
21460000,56,-192.617,-11399.1,61.0845,0.3003
21470000,53,-185.54,-11360,49.1022,0.309
21480000,45,-153.177,-11379.5,43.024,0.2987
21490000,58,-191.447,-11362.5,49.6596,0.3151
21500000,50,-166.034,-11342.1,34.5683,0.3048
21510000,52,-168.087,-11303.1,48.984,0.3031
21520000,50,-173.876,-11381.3,50.6548,0.2952
21530000,52,-190.131,-11379,49.2206,0.3072
21540000,67,-230.952,-11320.4,70.2022,0.3058
21550000,55,-194.701,-11311.3,53.665,0.3014
21560000,53,-188.588,-11292.3,46.2014,0.303
21570000,50,-186.106,-11334.7,52.3773,0.2966
21580000,68,-221.26,-11339.8,72.9758,0.3015
21590000,58,-191.705,-11401.2,43.4633,0.3036
21600000,54,-191.919,-11436.4,47.4117,0.3095
21610000,57,-200.714,-11457.2,53.5041,0.3158
21620000,51,-183.478,-11421.5,67.6222,0.307
21630000,51,-186.813,-11493.7,59.0674,0.3115
21640000,51,-174.204,-11431.8,49.8185,0.3147
21650000,47,-156.373,-11405.1,42.3765,0.3048
21660000,42,-142.668,-11338,35.3526,0.3049
21670000,48,-177.406,-11364.5,55.8121,0.3066
21680000,52,-177.321,-11412.7,47.895,0.3129
21690000,63,-206.09,-11395.8,69.4782,0.3131
21700000,54,-179.326,-11399.7,53.7734,0.3112
21710000,52,-176.599,-11412.6,55.3714,0.3078
21720000,48,-157.323,-11366.9,40.7453,0.297
21730000,52,-171.887,-11406.6,44.5634,0.3083
21740000,51,-170.239,-11385.3,50.3194,0.2939
21750000,73,-225.852,-11363.7,68.4634,0.2973
21760000,64,-203.212,-11286.8,65.0615,0.3026
21770000,62,-215.36,-11309.9,61.1399,0.3099
21780000,56,-195.143,-11273.8,46.5749,0.293
21790000,55,-186.704,-11311.6,47.8986,0.2937
21800000,63,-210.265,-11264.7,59.2425,0.3069
21810000,57,-193.67,-11279.7,65.3846,0.2934
21820000,60,-192.773,-11307.4,72.144,0.2952
21830000,56,-178.29,-11374.2,51.8878,0.3092
21840000,46,-158.681,-11363.4,56.5531,0.2983
21850000,54,-179.645,-11389,51.5582,0.3101
21860000,58,-190.531,-11352.7,68.9929,0.3025
21870000,56,-193.012,-11367.9,67.018,0.3019
21880000,44,-152.942,-11364.5,48.9866,0.2995
21890000,51,-167.196,-11314.3,51.4495,0.2992
21900000,62,-195.736,-11249.7,56.2274,0.3054
21910000,58,-189.659,-11245.3,60.9394,0.2935
21920000,62,-202.722,-11278,65.4152,0.2909
