generation,N_shifts,logPrior,logLik,eventRate,acceptRate
15880000,61,-165.221,-10549.7,58.3535,0.4226
15890000,61,-161.222,-10526.1,60.1281,0.4364
15900000,63,-160.708,-10606.5,67.9272,0.4361
15910000,72,-185.444,-10574.5,78.2554,0.4256
15920000,65,-172.768,-10568.7,43.0589,0.4308
15930000,66,-170.619,-10569.8,78.1054,0.4336
15940000,76,-190.75,-10563.1,70.1203,0.4275
15950000,75,-184.357,-10581.5,79.1142,0.4375
15960000,87,-208.371,-10609.2,81.576,0.4346
15970000,74,-178.887,-10638.8,76.2797,0.4363
15980000,77,-189.156,-10586.6,76.708,0.4468
15990000,75,-187.232,-10621.1,67.5784,0.4346
16000000,64,-160.64,-10661.1,63.1492,0.4372
16010000,67,-172.406,-10589.7,68.9483,0.4341
16020000,51,-131.505,-10620.1,53.3314,0.4317
16030000,52,-135.258,-10733.6,55.6499,0.4281
16040000,59,-148.945,-10681,61.3617,0.4322
16050000,57,-150.512,-10698.6,44.1354,0.4341
16060000,61,-152.61,-10717.1,53.1143,0.4354
16070000,47,-123.252,-10695.2,54.0236,0.4352
16080000,52,-144.603,-10667.7,46.5394,0.4318
16090000,49,-133.513,-10643.2,51.1781,0.439
16100000,57,-157.118,-10635.1,51.6471,0.4276
16110000,54,-153.493,-10619.6,48.4171,0.4258
16120000,56,-150.924,-10671.5,46.3311,0.4385
16130000,49,-142.04,-10656.3,45.5592,0.4313
16140000,50,-135.144,-10666.3,48.5562,0.4316
16150000,65,-178.633,-10658.5,51.5063,0.4379
16160000,60,-155.447,-10697.5,53.4687,0.4368
16170000,49,-134.676,-10720.4,39.368,0.4347
16180000,60,-153.213,-10751.8,59.3708,0.4416
16190000,56,-141.028,-10746.7,62.5883,0.4548
16200000,59,-149.063,-10787.3,60.805,0.4431
16210000,61,-161.393,-10737.9,62.4328,0.4388
16220000,64,-159.228,-10832.5,62.6118,0.4388
16230000,58,-153.663,-10827.3,52.4298,0.448
16240000,55,-134.819,-10768.7,53.4856,0.4452
16250000,57,-156.013,-10731,55.5258,0.4403
16260000,52,-140.279,-10741.1,35.4949,0.4385
16270000,47,-126.389,-10861.2,49.6848,0.4443
16280000,62,-152.292,-10841.9,76.9288,0.4426
16290000,65,-165.575,-10808.9,69.3196,0.4473
16300000,60,-163.676,-10814.4,70.5061,0.4458
16310000,62,-154.292,-10794.1,65.2242,0.4436
16320000,45,-120.832,-10792.5,43.3636,0.4481
16330000,54,-145.581,-10749.5,54.81,0.4384
16340000,63,-149.931,-10785.7,53.4643,0.4472
16350000,65,-160.909,-10780.1,75.8583,0.4389
16360000,67,-174.826,-10774.5,60.504,0.441
16370000,68,-186.415,-10741.8,72.3522,0.449
16380000,58,-156.577,-10724.3,58.4165,0.4497
16390000,53,-133.648,-10756.6,48.3004,0.4486
16400000,53,-148.636,-10713.3,52.8008,0.4445
16410000,45,-120.8,-10695,45.1437,0.4305
16420000,43,-127.685,-10726.5,40.3573,0.4339
16430000,43,-120.898,-10779.2,35.7993,0.4341
16440000,41,-123.631,-10721,34.4762,0.4384
16450000,53,-129.712,-10655.5,52.6969,0.4442
16460000,59,-159.151,-10693.7,72.6673,0.4433
16470000,52,-147.178,-10747,48.2677,0.4309
16480000,46,-125.554,-10797.5,32.7924,0.4389
16490000,51,-140.876,-10693.1,52.9699,0.4396
16500000,56,-147.175,-10728,60.3427,0.4376
16510000,52,-141.772,-10657.8,40.6067,0.4353
16520000,48,-136.803,-10740.5,48.5055,0.43
16530000,42,-116.09,-10715.1,38.1317,0.4345
16540000,38,-102.54,-10695.7,30.9351,0.4408
16550000,41,-114.324,-10721.1,35.4593,0.4401
16560000,67,-159.279,-10655.6,70.2374,0.4362
16570000,59,-158.559,-10601.5,60.8534,0.4306
16580000,59,-162.145,-10733.1,58.8103,0.4328
16590000,73,-182.958,-10649.4,75.5369,0.4397
16600000,47,-128.802,-10652.8,42.0332,0.4349
16610000,55,-150.699,-10707.8,52.5908,0.4363
16620000,59,-150.353,-10728.7,65.7394,0.4306
16630000,58,-157.354,-10642.4,54.8436,0.4415
16640000,66,-180.738,-10726.6,52.9599,0.4325
16650000,52,-132.182,-10707.2,47.1033,0.4357
16660000,47,-132.706,-10713.1,46.8314,0.4304
16670000,58,-151.131,-10754,45.2347,0.4379
16680000,66,-168.463,-10728.5,59.8397,0.445
16690000,61,-165.897,-10737.3,50.0856,0.4453
16700000,62,-157.294,-10674.3,57.4828,0.4421
16710000,46,-126.599,-10668.9,43.6873,0.4374
16720000,48,-130.899,-10674.6,48.6198,0.4279
16730000,46,-125.287,-10677.1,44.6766,0.4399
16740000,52,-145.953,-10663.6,48.6179,0.4338
16750000,73,-187.067,-10650.6,63.677,0.4371
16760000,66,-160.393,-10653.3,68.8499,0.4373
16770000,69,-184.505,-10636.4,63.1527,0.4375
16780000,49,-141.133,-10644.6,65.126,0.4275
16790000,47,-132.003,-10647.9,45.5035,0.4215
16800000,52,-148.723,-10681.8,51.3005,0.4431
16810000,71,-190.965,-10632.9,72.3614,0.4363
16820000,67,-185.614,-10672.8,64.7952,0.4413
16830000,56,-155.56,-10679.1,58.917,0.4349
16840000,50,-138.836,-10692,52.2656,0.4394
16850000,68,-175.595,-10780.1,67.9427,0.4464
16860000,57,-139.619,-10682.4,55.0196,0.4427
16870000,66,-175.784,-10755.6,67.9879,0.445
16880000,48,-131.691,-10741.2,50.5139,0.4384
16890000,41,-107.867,-10688,43.8713,0.4305
16900000,59,-154.721,-10676.3,57.6622,0.434
16910000,59,-153.286,-10617.3,56.9595,0.4353
16920000,52,-139.673,-10622.3,42.0484,0.4309
16930000,60,-153.056,-10595.8,65.5184,0.4408
16940000,61,-162.488,-10662,49.8988,0.4335
16950000,58,-145.424,-10626.2,43.7804,0.4365
16960000,60,-151.136,-10678.4,55.5021,0.4332
16970000,46,-120.35,-10675.9,42.2129,0.4375
16980000,56,-146.156,-10665.9,60.9812,0.443
16990000,60,-151.101,-10538,73.3918,0.4342
17000000,59,-146.814,-10568.3,60.8694,0.4335
17010000,58,-164.271,-10588.1,53.7842,0.4351
17020000,71,-181.426,-10635.5,72.717,0.4275
17030000,54,-148.821,-10637.6,50.1423,0.4346
17040000,59,-157.125,-10552.2,51.2213,0.4227
17050000,61,-154.147,-10556.6,65.3718,0.425
17060000,57,-166.626,-10584.4,55.373,0.4209
17070000,65,-171.321,-10573.7,74.1691,0.4329
17080000,58,-153.16,-10652.4,50.8459,0.4327
17090000,57,-141.873,-10665.4,57.757,0.446
17100000,50,-129.62,-10672.8,46.4937,0.4396
17110000,52,-136.245,-10644.4,40.2904,0.4349
17120000,52,-146.405,-10626.5,53.0543,0.437
17130000,50,-128.401,-10608.3,44.5304,0.433
17140000,53,-137.24,-10700.7,41.1712,0.4369
17150000,64,-169.443,-10669,59.817,0.4398
17160000,55,-146.147,-10671.8,50.8031,0.4365
17170000,50,-152.074,-10590.9,47.5588,0.4229
17180000,54,-154.827,-10602,62.4224,0.421
17190000,48,-145.136,-10639.6,52.1222,0.433
17200000,48,-126.528,-10649.2,52.9183,0.4323
17210000,53,-137.433,-10601.4,42.5949,0.43
17220000,62,-152.927,-10613.4,48.2586,0.4413
17230000,53,-129.279,-10612.5,51.7949,0.4376
17240000,54,-139.274,-10584.9,56.2751,0.4328
17250000,46,-116.602,-10651.8,42.1692,0.4399
17260000,61,-147.648,-10570.1,62.8988,0.4264
17270000,58,-149.327,-10613.8,55.5432,0.4364
17280000,66,-180.653,-10603.6,76.1164,0.4304
17290000,58,-147.001,-10650.4,62.2156,0.4414
17300000,59,-147.26,-10731.7,47.0634,0.4545
17310000,63,-149.042,-10756,60.1128,0.4383
17320000,59,-169.99,-10701,65.0646,0.4346
17330000,53,-132.331,-10653.7,59.3925,0.4311
17340000,65,-156.637,-10674,74.3715,0.4456
17350000,61,-159.034,-10686.7,53.4514,0.433
17360000,58,-161.248,-10698.2,74.2997,0.4373
17370000,64,-169.324,-10732.9,57.8352,0.4372
17380000,56,-149.87,-10643.8,54.4594,0.4484
17390000,49,-123.502,-10627.8,41.8466,0.4406
17400000,49,-129.228,-10664.4,49.3089,0.4363
17410000,53,-131.988,-10714.2,52.3544,0.4388
17420000,46,-126.58,-10740.2,36.5697,0.4371
17430000,57,-138.412,-10801.2,54.664,0.4415
17440000,53,-130.031,-10753.7,42.0021,0.4473
17450000,60,-159.479,-10722.5,54.4865,0.4465
17460000,58,-151.619,-10758.4,78.3653,0.4406
17470000,57,-144.006,-10718.4,57.5521,0.4343
17480000,54,-131.259,-10725.8,35.2289,0.4424
17490000,48,-129.254,-10772.8,44.5548,0.4344
17500000,62,-155.115,-10764.4,51.9663,0.4384
17510000,48,-126.854,-10777.8,46.9916,0.4408
17520000,40,-108.234,-10715.8,54.0188,0.4412
17530000,51,-144.901,-10755.4,64.2948,0.4484
17540000,46,-123.45,-10680.6,37.9472,0.4398
17550000,57,-161.803,-10677,47.3992,0.4391
17560000,56,-158.787,-10630.9,51.0036,0.441
17570000,50,-135.056,-10755.1,47.6225,0.4288
17580000,54,-138.391,-10734.2,60.1767,0.4346
17590000,63,-162.511,-10690,61.1234,0.4382
17600000,58,-141.627,-10745.6,55.5989,0.4357
17610000,45,-124.668,-10672,40.5617,0.4361
17620000,56,-162.49,-10706.1,63.4192,0.4414
17630000,54,-151.653,-10731.1,75.335,0.4366
17640000,48,-125.381,-10747.7,55.486,0.4483
17650000,49,-126.803,-10727.4,44.7716,0.4334
17660000,51,-143.137,-10709.3,50.7193,0.433
17670000,60,-167.805,-10697.6,60.9902,0.4377
17680000,53,-144.827,-10707,50.46,0.4363
17690000,54,-138.8,-10695,57.9998,0.4357
17700000,58,-148.083,-10707.7,67.7856,0.442
17710000,60,-162.059,-10679.5,69.5401,0.4484
17720000,50,-149.221,-10707.3,47.3528,0.4316
17730000,62,-167.36,-10707.7,63.8932,0.4339
17740000,60,-162.848,-10697.9,65.1423,0.4257
17750000,43,-125.546,-10679.8,41.5508,0.4338
17760000,61,-151.22,-10719.8,80.7506,0.4344
17770000,49,-128.594,-10664.1,45.0398,0.4343
17780000,60,-155.898,-10679.8,85.134,0.4358
17790000,69,-166.503,-10633.5,71.5258,0.4305
17800000,71,-174.408,-10614,84.5191,0.4365
17810000,72,-172.208,-10667.2,74.0462,0.4345
17820000,67,-157.556,-10665.5,59.7705,0.4362
17830000,52,-128.557,-10696.1,44.329,0.4398
17840000,54,-150.185,-10664.8,59.3038,0.4272
17850000,65,-160.428,-10657.2,79.7483,0.4294
17860000,67,-168.101,-10609.8,64.6575,0.429
17870000,66,-167.325,-10594.8,68.82,0.4357
17880000,58,-156.609,-10701.5,62.0797,0.4382
17890000,60,-157.911,-10733.5,53.1298,0.4337
17900000,61,-155.794,-10725.8,58.7551,0.4406
17910000,66,-161.106,-10734.1,77.2746,0.4516
17920000,58,-144.584,-10747.5,43.6106,0.4513
17930000,54,-151.298,-10730.2,56.1585,0.4433
17940000,55,-162.331,-10755,54.4546,0.4403
17950000,53,-133.219,-10726.8,45.712,0.4381
17960000,66,-163.178,-10716.8,56.104,0.4344
17970000,52,-139.004,-10683.3,57.2242,0.4256
17980000,50,-129.481,-10628.6,36.82,0.4471
17990000,61,-156.599,-10685.5,66.7677,0.4395
18000000,60,-155.594,-10659.5,58.374,0.4367
18010000,50,-134.562,-10671.8,51.8441,0.4376
18020000,56,-152.195,-10697.9,50.0829,0.4361
18030000,40,-117.065,-10635.6,42.1191,0.4358
18040000,49,-133.862,-10712,37.3084,0.4305
18050000,70,-165.163,-10720.9,60.8659,0.4437
18060000,49,-130.144,-10680.6,48.8527,0.45
18070000,66,-168.559,-10594.8,68.5474,0.4341
18080000,66,-162.927,-10761.1,71.3072,0.4361
18090000,64,-161.821,-10737.5,72.5448,0.4405
18100000,61,-149.751,-10764.6,43.7132,0.4408
18110000,81,-191.501,-10755.4,78.2877,0.4383
18120000,70,-175.219,-10679.8,54.3709,0.4472
18130000,52,-138.541,-10740.6,58.0066,0.4369
18140000,49,-132.45,-10711.7,51.1996,0.4336
18150000,45,-118.866,-10630.2,40.5143,0.4275
18160000,52,-130.924,-10639.7,58.9975,0.4369
18170000,46,-122.252,-10677.4,36.4872,0.4333
18180000,50,-125.972,-10726.1,45.8317,0.4354
18190000,54,-132.916,-10708.5,54.6463,0.4289
18200000,39,-109.958,-10746.9,51.8186,0.4381
18210000,44,-115.132,-10747.7,50.3099,0.4465
18220000,39,-116.001,-10686.1,43.351,0.4357
18230000,47,-130.333,-10692,42.7063,0.4368
18240000,49,-131.063,-10717.4,61.7883,0.4345
18250000,57,-149.483,-10658.5,62.6329,0.4414
18260000,54,-141.087,-10699,61.5811,0.4405
18270000,56,-148.87,-10681,50.5859,0.4382
18280000,48,-132.439,-10667.1,45.4455,0.4338
18290000,54,-139.152,-10710.2,56.8553,0.433
18300000,48,-130.188,-10757.2,40.8896,0.4417
18310000,50,-144.703,-10705.8,48.6748,0.4263
18320000,51,-141.612,-10736.3,39.0766,0.4334
18330000,48,-139.097,-10704.9,60.9129,0.4322
18340000,40,-116.085,-10722.1,35.9051,0.4361
18350000,32,-88.9142,-10724.9,36.0501,0.4437
18360000,50,-146.374,-10765.5,47.9607,0.4313
18370000,54,-139.977,-10747.7,55.5758,0.4441
18380000,50,-136.493,-10674.1,51.7539,0.4334
18390000,58,-153.387,-10671.9,49.3691,0.4391
18400000,57,-146.475,-10644.6,56.6134,0.4396
18410000,45,-137.103,-10647.9,43.3125,0.4256
18420000,50,-148.587,-10655,40.8167,0.4337
18430000,45,-128.828,-10635.5,38.6568,0.4459
18440000,47,-131.811,-10624.3,34.9932,0.4305
18450000,43,-119.733,-10571.2,35.2463,0.4335
18460000,63,-157.947,-10685,65.8002,0.4264
18470000,57,-149.563,-10675.6,60.0444,0.4322
18480000,54,-140.271,-10733.1,53.6329,0.4381
18490000,40,-108.432,-10660.9,27.8373,0.4383
18500000,52,-134.781,-10692.4,58.3319,0.4325
18510000,57,-144.198,-10618.4,56.773,0.4372
18520000,59,-159.033,-10606.8,71.7693,0.4314
18530000,58,-155.668,-10639.3,62.5596,0.4304
18540000,63,-176.633,-10615.2,63.4842,0.4286
18550000,65,-168.69,-10601,70.1353,0.4323
18560000,65,-178.428,-10609.3,60.7399,0.4385
18570000,68,-177.992,-10533.3,61.7856,0.4324
18580000,61,-159.365,-10621,61.3653,0.4292
18590000,66,-160.742,-10627.8,62.6863,0.4279
18600000,77,-191.577,-10550.7,83.6725,0.4372
18610000,64,-164.509,-10653.4,70.6608,0.4378
18620000,71,-176.738,-10667.4,64.091,0.4421
18630000,63,-164.198,-10650.1,62.4131,0.4414
18640000,61,-158.411,-10620.2,55.4707,0.4386
18650000,52,-137.911,-10645.7,52.6701,0.4353
18660000,49,-140.066,-10612.3,44.4578,0.4366
18670000,65,-188.363,-10635,59.17,0.4288
18680000,48,-129.931,-10611.6,44.4107,0.4268
18690000,55,-148.462,-10640.3,58.1651,0.4313
18700000,57,-152.186,-10729,56.8089,0.4303
18710000,51,-131.564,-10655,43.0007,0.43
18720000,57,-161.829,-10642.5,63.5087,0.4277
18730000,47,-124.068,-10648.6,50.843,0.4256
18740000,52,-137.404,-10656.8,40.5759,0.4333
18750000,60,-156.135,-10550.4,52.5201,0.4365
18760000,61,-156.642,-10616.3,54.0762,0.4395
18770000,63,-169.343,-10609.8,45.7375,0.4351
18780000,58,-154.642,-10560.1,42.9043,0.423
18790000,51,-142.452,-10680.3,50.4113,0.4378
18800000,49,-135.033,-10642.1,58.3054,0.4328
18810000,63,-160.769,-10667.1,58.2804,0.4237
18820000,62,-158.973,-10703.6,63.6826,0.4346
18830000,75,-187.886,-10721.2,83.4628,0.439
18840000,67,-181.933,-10692,66.701,0.4347
18850000,49,-133.505,-10593.5,50.3165,0.4386
18860000,49,-138.324,-10619.2,51.941,0.4269
18870000,58,-142.885,-10601.8,45.8182,0.4347
18880000,74,-186.42,-10621.8,75.5643,0.4336
18890000,54,-147.93,-10574.3,58.9618,0.426
18900000,66,-163.744,-10597.1,68.224,0.4372
18910000,65,-177.007,-10633.4,82.6986,0.4245
18920000,49,-133.76,-10594.8,42.4906,0.4351
18930000,58,-142.559,-10560.3,56.5041,0.4236
18940000,49,-132.592,-10586.5,43.5711,0.4207
18950000,57,-140.51,-10581.2,43.087,0.4255
18960000,49,-122.321,-10643.6,38.4363,0.4322
18970000,63,-146.029,-10668.2,49.5618,0.443
18980000,63,-162.071,-10617.6,49.5964,0.4245
18990000,66,-177.087,-10678.1,55.6422,0.4281
19000000,57,-153.719,-10724,65.1773,0.4406
19010000,53,-142.425,-10750.3,61.1126,0.4478
19020000,54,-145.975,-10725.3,47.8704,0.4508
19030000,53,-128.797,-10751.7,44.4653,0.4374
19040000,55,-142.631,-10715.8,51.9523,0.446
19050000,50,-126.467,-10696.3,54.8911,0.4465
19060000,53,-140.509,-10693.9,51.3634,0.44
19070000,56,-143.746,-10731.7,63.2073,0.4349
19080000,54,-140.963,-10713.8,61.3185,0.449
19090000,43,-123.57,-10709.2,42.2339,0.4336
19100000,58,-154.383,-10720.8,59.7426,0.431
19110000,71,-170.791,-10605,77.7345,0.4349
19120000,80,-202.578,-10627.8,70.4149,0.4298
19130000,75,-190.62,-10699.8,86.6815,0.436
19140000,75,-189.471,-10717.9,67.9036,0.4473
19150000,60,-152.421,-10712.1,58.4196,0.4409
19160000,59,-157.386,-10702.2,77.7555,0.4397
19170000,64,-164.945,-10678,77.4204,0.4454
19180000,59,-151.866,-10663.7,66.1166,0.4346
19190000,57,-164.121,-10619.1,74.7024,0.4395
19200000,64,-171.274,-10697.4,73.4799,0.4384
19210000,57,-150.411,-10684.5,51.3988,0.4328
19220000,62,-172.485,-10741.3,82.1067,0.442
19230000,73,-180.768,-10637,70.1442,0.4319
19240000,68,-174.581,-10632.9,61.5451,0.4337
19250000,46,-134.141,-10640.3,55.4085,0.4357
19260000,62,-157.266,-10578.1,54.7706,0.4189
19270000,65,-181.942,-10578.6,60.517,0.4271
19280000,46,-132.637,-10678.5,45.5241,0.4385
19290000,56,-150.947,-10674.6,53.3355,0.4263
19300000,52,-138.552,-10631.5,57.5881,0.4389
19310000,59,-151.517,-10581.2,47.5736,0.429
19320000,66,-172.109,-10593.9,69.6797,0.4244
19330000,48,-127.556,-10632.5,60.822,0.4312
19340000,59,-161.379,-10611.6,53.8355,0.4325
19350000,62,-148.892,-10583.4,59.9479,0.4274
19360000,47,-124.428,-10615.2,55.0167,0.428
19370000,59,-162.471,-10552.6,54.1003,0.4224
19380000,65,-159.224,-10555.3,52.4938,0.4292
19390000,59,-146.014,-10517,62.266,0.418
19400000,48,-141.409,-10648.6,64.5567,0.4214
19410000,62,-158.592,-10562.1,59.8317,0.4299
19420000,62,-160.333,-10632.5,66.7103,0.4378
19430000,61,-158.439,-10614.9,56.8221,0.4322
19440000,58,-161.96,-10657.2,44.9481,0.4357
19450000,69,-189.807,-10568.2,74.5806,0.4262
19460000,76,-200.814,-10603.5,65.7726,0.4342
19470000,65,-166.463,-10631.8,67.4529,0.4353
19480000,65,-170.413,-10635.3,69.0383,0.4345
19490000,60,-158.184,-10585.9,60.749,0.4387
19500000,56,-145.619,-10594,50.8632,0.4325
19510000,49,-136.506,-10582.9,41.3724,0.4269
19520000,56,-155.802,-10529.9,60.2719,0.4285
19530000,72,-192.291,-10600,66.5387,0.435
19540000,59,-146.836,-10636.4,56.0471,0.4272
19550000,67,-167.473,-10643.8,68.0121,0.4278
19560000,58,-165.531,-10551,53.0882,0.4254
19570000,63,-167.571,-10517.5,57.7246,0.422
19580000,74,-187.176,-10515.6,70.9077,0.4219
19590000,57,-157.024,-10480.2,63.2399,0.4206
19600000,64,-164.855,-10446.5,63.9096,0.4215
19610000,78,-186.933,-10480.9,74.4014,0.4216
19620000,65,-174.612,-10509.1,68.7304,0.4233
19630000,67,-169.837,-10503.3,68.5646,0.4232
19640000,64,-163.346,-10522.8,72.1916,0.4289
19650000,78,-193.766,-10533.1,84.6623,0.4264
19660000,75,-185.972,-10619.8,73.3159,0.437
19670000,74,-186.153,-10528,75.4584,0.4262
19680000,79,-193.365,-10509.5,73.6606,0.4318
19690000,83,-221.197,-10574.2,62.4096,0.4269
19700000,76,-191.084,-10510.6,78.2524,0.43
19710000,89,-224.501,-10567.2,74.3487,0.4283
19720000,60,-164.446,-10571.6,57.1061,0.4249
19730000,76,-198.226,-10529.7,66.7658,0.4269
19740000,65,-182.377,-10529.6,76.6301,0.4311
19750000,60,-168.32,-10523.5,57.059,0.4247
19760000,69,-179.77,-10511.7,74.2241,0.4305
19770000,66,-171.96,-10513.9,59.7884,0.4327
19780000,66,-181.277,-10442.6,69.3544,0.4241
19790000,61,-174.751,-10526,57.8821,0.4371
19800000,69,-168.388,-10525.2,71.2641,0.4256
19810000,65,-163.719,-10479.5,58.3776,0.4352
19820000,68,-167.092,-10528.8,70.9747,0.4302
19830000,70,-175.188,-10526.5,84.4364,0.4423
19840000,58,-148.791,-10544.7,64.2209,0.4246
19850000,62,-162.107,-10557.9,51.9142,0.4298
19860000,69,-173.545,-10610.5,74.2616,0.4339
19870000,62,-158.185,-10612.7,47.6495,0.4216
19880000,59,-156.15,-10606.9,59.0858,0.4295
19890000,53,-151.357,-10586.3,42.9074,0.4202
19900000,64,-155.034,-10681.9,65.7168,0.4332
19910000,51,-139.795,-10626.3,45.5651,0.4358
19920000,56,-146.503,-10642.5,58.1501,0.4234
19930000,54,-144.926,-10689.4,46.0822,0.4294
19940000,54,-148.758,-10667.3,55.7428,0.4324
19950000,54,-145.404,-10621.4,46.611,0.4361
19960000,73,-192.68,-10642.4,79.9787,0.4276
19970000,68,-170.972,-10688.3,57.3325,0.4326
19980000,61,-161.612,-10596.2,64.8417,0.4336
19990000,63,-159.811,-10564.8,73.6177,0.4278
20000000,77,-187.968,-10602.6,82.6283,0.4429
20010000,67,-174.123,-10621.9,61.309,0.4305
20020000,46,-123.7,-10684.8,44.1225,0.4261
20030000,51,-132.006,-10738.3,41.447,0.44
20040000,59,-154.561,-10693.8,59.747,0.4336
20050000,56,-147.482,-10676.4,52.3684,0.4346
20060000,50,-139.611,-10635,53.833,0.4329
20070000,54,-134.851,-10706.5,59.028,0.4393
20080000,56,-140.309,-10650.2,46.2866,0.4284
20090000,66,-168.39,-10657.7,60.1836,0.446
20100000,59,-143.578,-10647.1,55.5595,0.437
20110000,59,-154.693,-10606.7,56.2352,0.4366
20120000,63,-163.119,-10648.7,68.3477,0.4382
20130000,69,-169.246,-10675,67.6776,0.4339
20140000,50,-141.422,-10653.5,44.2953,0.4356
20150000,56,-150.927,-10622.9,61.0323,0.4264
20160000,48,-132.325,-10676,48.9918,0.4344
20170000,61,-159.328,-10666.3,64.9754,0.4279
20180000,45,-130.939,-10617.2,50.7555,0.4283
20190000,45,-138.264,-10581.9,46.2126,0.4363
20200000,54,-147.035,-10649.1,46.9281,0.4295
20210000,52,-141.485,-10564.2,50.5316,0.4308
20220000,41,-122.076,-10558.8,36.1645,0.4229
20230000,52,-143.134,-10542,51.2545,0.4206
20240000,57,-146.332,-10621.6,73.3839,0.4357
20250000,65,-161.664,-10572.8,69.5741,0.4361
20260000,56,-139.394,-10600.7,42.9193,0.4352
20270000,57,-153.128,-10625.8,62.3991,0.4403
20280000,55,-141.578,-10675.5,55.3417,0.4368
20290000,55,-143.086,-10625.5,53.5555,0.4345
20300000,60,-164.026,-10617,56.9262,0.4324
20310000,64,-177.834,-10592.7,64.8202,0.4454
20320000,64,-162.4,-10630.6,68.3529,0.4364
20330000,56,-142.523,-10653.6,62.3508,0.4302
20340000,55,-135.042,-10573.6,50.5827,0.4268
20350000,58,-148.157,-10563.1,62.3393,0.4329
20360000,75,-183.215,-10555.3,76.9396,0.4308
20370000,59,-150.41,-10608.4,63.3501,0.4287
20380000,62,-165.062,-10579.4,75.0913,0.4284
20390000,61,-152.987,-10595.1,60.7922,0.4239
20400000,43,-115.532,-10475.2,45.2024,0.4275
20410000,40,-110.572,-10536.3,31.4095,0.4182
20420000,46,-121.055,-10559.9,45.0594,0.4173
20430000,43,-116.242,-10611.9,44.1686,0.4233
20440000,48,-132.28,-10581.6,47.0975,0.4224
20450000,57,-151.404,-10569.7,59.0984,0.4357
20460000,61,-154.856,-10592.6,55.6345,0.4392
20470000,66,-163.143,-10559.2,63.5521,0.4393
20480000,60,-163.902,-10555.8,70.2073,0.4294
20490000,54,-144.892,-10593.9,61.628,0.426
20500000,61,-151.867,-10568.1,59.8474,0.4201
20510000,67,-175.65,-10648.6,75.7961,0.4332
20520000,59,-152.528,-10609.9,56.6566,0.4311
20530000,66,-162.812,-10645.7,61.2373,0.4365
20540000,70,-179.031,-10595.4,76.7473,0.4323
20550000,69,-183.682,-10622,71.6071,0.4409
20560000,61,-159.14,-10612.7,63.5418,0.4424
20570000,64,-176.726,-10620.8,55.8411,0.4299
20580000,55,-140.255,-10625.6,68.1954,0.4378
20590000,58,-146.953,-10633.3,55.0056,0.4331
20600000,51,-140.536,-10635.9,46.172,0.4335
20610000,59,-149.883,-10633.9,56.685,0.4374
20620000,56,-136.36,-10666.1,41.1206,0.4244
20630000,66,-171.71,-10642.9,62.0115,0.4285
20640000,58,-149.487,-10678.4,56.905,0.4443
20650000,66,-173.31,-10731.6,77.4956,0.447
20660000,68,-178.516,-10729.2,69.6379,0.4429
20670000,70,-172.21,-10802.7,74.8325,0.4453
20680000,70,-179.319,-10728.2,79.1322,0.4425
20690000,72,-189.074,-10708.3,91.9621,0.4439
20700000,63,-154.357,-10676.8,51.0505,0.4484
20710000,57,-152.028,-10673.5,45.2425,0.4359
20720000,64,-169.548,-10626.9,78.7954,0.426
20730000,75,-181.524,-10661.4,75.8103,0.4252
20740000,72,-183.378,-10595.8,73.7812,0.4304
20750000,64,-153.315,-10651.6,55.0578,0.4345
20760000,60,-155.749,-10655.2,64.3355,0.4297
20770000,70,-177.673,-10628,71.8153,0.4305
20780000,60,-155.635,-10584.3,60.3292,0.4341
20790000,74,-190.433,-10600.8,67.0853,0.4341
20800000,51,-122.891,-10663,64.4311,0.4353
20810000,41,-113.781,-10611.2,39.1976,0.4267
20820000,54,-138.494,-10655.2,47.9615,0.4241
20830000,57,-149.091,-10653.2,47.7541,0.4353
20840000,43,-116.442,-10693,56.0597,0.4337
20850000,54,-135.231,-10616.7,51.4734,0.4256
20860000,59,-143.973,-10581.9,61.0335,0.4283
20870000,60,-151.503,-10550.8,54.2703,0.437
20880000,48,-134.835,-10620.8,41.2797,0.4341
20890000,57,-145.538,-10628.9,56.7488,0.4317
20900000,50,-124.833,-10609.6,45.9742,0.4304
20910000,55,-139.316,-10614.6,53.0771,0.4283
20920000,62,-167.543,-10619.2,78.304,0.4433
20930000,64,-172.829,-10606.1,72.6336,0.4343
20940000,52,-151.486,-10575.6,45.2092,0.4315
20950000,57,-150.131,-10629.2,66.4859,0.4326
20960000,55,-144.405,-10590.8,57.1718,0.4275
20970000,55,-131.026,-10622.7,51.4186,0.4328
20980000,55,-145.264,-10642.6,48.9516,0.4241
20990000,53,-125.865,-10608.8,56.7708,0.4258
21000000,52,-139.1,-10687.9,68.7216,0.4319
21010000,50,-131.662,-10667,50.3143,0.4353
21020000,59,-142.037,-10586.3,57.1481,0.4333
21030000,49,-130.839,-10620.5,55.9612,0.4316
21040000,48,-126.327,-10599.8,49.4789,0.4318
21050000,56,-139.138,-10606.1,55.6354,0.4344
21060000,60,-150.779,-10637.4,65.2197,0.4333
21070000,61,-160.792,-10602.8,59.5233,0.4205
21080000,63,-154.397,-10589.6,66.9562,0.4307
21090000,58,-146.457,-10548.3,66.2277,0.4217
21100000,59,-160.261,-10611.3,76.5702,0.4307
21110000,51,-130.07,-10584.4,65.2193,0.4198
21120000,57,-155.107,-10552.6,53.1831,0.4272
